iter	RMSE
342	985.5999365
343	985.3145993
344	984.8463406
345	984.5549602
346	984.232084
347	984.0974702
348	983.8115863
349	983.5795389
350	983.2826279
351	983.1750502
352	982.9043089
353	982.5632331
354	982.2560298
355	981.9304114
356	981.8104385
357	981.4973399
358	981.2220214
359	980.9796691
360	980.720585
361	980.499703
362	980.023064
363	979.6503741
364	979.3714646
365	979.2389222
366	979.014158
367	978.6596597
368	978.3738152
369	978.1396388
370	977.8981847
371	977.6363419
372	977.2812789
373	976.9550559
374	976.4878322
375	976.0361413
376	975.7996576
377	975.3889388
378	975.2502309
379	975.0528355
380	974.6881355
381	974.3012135
382	973.8501803
383	973.6631506
384	973.3754545
385	973.0107033
386	972.7947153
387	972.4865084
388	972.1817364
389	971.9460943
390	971.6762783
391	971.4212241
392	971.1621233
393	970.8589231
394	970.6412653
395	970.3736423
396	970.0032185
397	969.7894242
398	969.4997419
399	969.3086722
400	969.1027465
401	968.7337835
402	968.2580744
403	967.843472
404	967.463561
405	967.1735073
406	967.0082562
407	966.7732275
408	966.4316737
409	966.2583881
410	965.9808157
411	965.6980299
412	965.3615707
413	965.154279
414	964.7109492
415	964.394357
416	964.0673205
417	963.8111454
418	963.7583231
419	963.555921
420	963.1124038
421	962.7576501
422	962.532641
423	962.2993526
424	962.1628926
425	961.8550689
426	961.6395956
427	961.3986861
428	961.182158
429	960.7262139
430	960.455367
431	960.212745
432	959.6337336
433	959.4780579
434	959.2055808
435	958.8774489
436	958.7565999
437	958.5424859
438	958.3550638
439	958.0275474
440	957.8613925
441	957.5919433
442	957.1101008
443	956.9243784
444	956.6964807
445	956.5581201
446	956.3782978
447	956.1004903
448	955.8866519
449	955.6184983
450	955.4506505
451	955.1745582
452	954.8935547
453	954.5800242
454	954.3746463
455	954.1337495
456	953.9646747
457	953.7525682
458	953.4362186
459	953.1601799
460	952.8603103
461	952.6030669
462	952.4657876
463	952.2050079
464	951.839434
465	951.7030267
466	951.4030485
467	951.1238596
468	950.8744469
469	950.6674557
470	950.4074098
471	950.0690718
472	949.8608245
473	949.4204914
474	948.9621139
475	948.6258421
476	948.2529596
477	948.0622308
478	947.7308415
479	947.5373109
480	947.2027894
481	946.8329748
482	946.5157344
483	946.310743
484	946.0250412
485	945.8115518
486	945.5148819
487	945.1400953
488	944.8520609
489	944.6750162
490	944.4981768
491	944.3468211
492	944.0898457
493	943.7893646
494	943.5504504
495	943.2979801
496	943.0503861
497	942.8145731
498	942.5889931
499	942.2397225
500	941.9668345
501	941.740623
502	941.5261202
503	941.1549251
504	940.9672915
505	940.5810984
506	940.2877121
507	939.8754142
508	939.5357896
509	939.2977114
510	939.1675918
511	939.0191751
512	938.7715043
513	938.6201969
514	938.2551676
515	938.0214925
516	937.7121562
517	937.5956534
518	937.304369
519	937.0763416
520	936.7758825
521	936.4328489
522	936.1879918
523	935.9894221
524	935.7889577
525	935.5733422
526	935.4055001
527	935.1470952
528	934.8755972
529	934.6120025
530	934.3603585
531	934.0714056
532	933.9178234
533	933.6897344
534	933.5095706
535	933.19885
536	932.8709052
537	932.6516071
538	932.4601618
539	932.1644332
540	931.8422682
541	931.6030872
542	931.4049835
543	931.0351157
544	930.7821758
545	930.5155465
546	930.282315
547	930.0526956
548	929.7727448
549	929.5729241
550	929.2979916
551	928.844565
552	928.6145002
553	928.3725916
554	928.2725873
555	927.9340655
556	927.7004747
557	927.3201727
558	927.1249428
559	926.819049
560	926.7198927
561	926.4917882
562	926.2539698
563	925.9826288
564	925.771578
565	925.5703762
566	925.3501191
567	924.8887353
568	924.6095153
569	924.1026678
570	923.9442114
571	923.7749068
572	923.5583212
573	923.3204265
574	922.9591334
575	922.7020817
576	922.4580278
577	922.3358313
578	922.1347614
579	921.931851
580	921.7288709
581	921.6256202
582	921.483898
583	921.3203101
584	921.1445418
585	920.8615561
586	920.6071218
587	920.2598988
588	919.9954485
589	919.8297357
590	919.3650551
591	919.0952816
592	918.84273
593	918.6593271
594	918.3830344
595	918.2355559
596	918.0580403
597	917.7208244
598	917.63017
599	917.4387035
600	917.2869792
601	916.9496447
602	916.4847547
603	916.3496229
604	916.1726294
605	915.9735223
606	915.7549755
607	915.4547086
608	915.0458614
609	914.8203341
610	914.5184263
611	914.2979294
612	914.1470065
613	913.7680133
614	913.437258
615	913.2658152
616	913.1303774
617	912.7594552
618	912.6977109
619	912.6074606
620	912.3150158
621	912.0475552
622	911.8243773
623	911.4748567
624	911.2388329
625	910.9849119
626	910.7117997
627	910.4885163
628	910.3533675
629	910.1109634
630	909.9060101
631	909.8753607
632	909.634617
633	909.503425
634	909.1377072
635	908.9298225
636	908.6676371
637	908.3799096
638	908.2229443
639	907.9771727
640	907.715159
641	907.5529872
642	907.2012087
643	907.0058039
644	906.8312557
645	906.5434065
646	906.3871086
647	906.0197492
648	905.6267856
649	905.5813109
650	905.301292
651	905.1927333
652	904.931956
653	904.699354
654	904.5317053
655	904.2204695
656	903.986318
657	903.8054522
658	903.5290178
659	903.3012078
660	903.1371734
661	903.0519018
662	902.8206955
663	902.6144961
664	902.5601419
665	902.1760361
666	901.8586049
667	901.5824714
668	901.2989903
669	901.004251
670	900.9443181
671	900.6541024
672	900.405809
673	900.2517374
674	899.8985667
675	899.6912438
676	899.5078067
677	899.3714205
678	899.1212832
679	898.8176744
680	898.6314067
681	898.4257305
682	898.2789583
683	898.146469
684	897.992093
685	897.6602181
686	897.426332
687	897.2545864
688	897.1993263
689	896.9544811
690	896.891368
691	896.6774933
692	896.5373171
693	896.2761794
694	896.0662462
695	895.8345722
696	895.6710455
697	895.6148649
698	895.422602
699	895.3395916
700	895.0797898
701	894.706028
702	894.5156388
703	894.3349989
704	894.1428554
705	893.9351269
706	893.7774008
707	893.6466203
708	893.5363294
709	893.3418697
710	893.1270279
711	892.9263587
712	892.6749315
713	892.3449994
714	892.1135529
715	891.9815746
716	891.8187478
717	891.603256
718	891.5135415
719	891.3655748
720	891.2012925
721	890.9774954
722	890.7791198
723	890.6257044
724	890.431294
725	890.2705257
726	890.070146
727	889.9021421
728	889.5970478
729	889.4069676
730	889.1530506
731	888.9713545
732	888.722265
733	888.4659514
734	888.2421692
735	887.9261238
736	887.7431562
737	887.5338826
738	887.2344915
739	886.9400228
740	886.6542691
741	886.4387895
742	886.3988675
743	886.2399441
744	885.9672896
745	885.8036638
746	885.6228846
747	885.2977611
748	885.2113123
749	884.8599854
750	884.7089292
751	884.4898175
752	884.3336351
753	884.1830944
754	883.9538417
755	883.8635046
756	883.7168414
757	883.4814469
758	883.2768531
759	883.018078
760	882.7664562
761	882.6088498
762	882.3401505
763	882.0485934
764	881.6576143
765	881.4209696
766	881.2251628
767	881.0321733
768	880.7655247
769	880.5681423
770	880.4428455
771	880.1864997
772	880.0960046
773	879.793412
774	879.6410106
775	879.3792413
776	879.2455846
777	879.0108981
778	878.7450297
779	878.5391477
780	878.3710501
781	878.0353059
782	877.834414
783	877.7318313
784	877.6572795
785	877.4593252
786	877.2580919
787	876.9613308
788	876.7034156
789	876.5300094
790	876.3590137
791	876.0126916
792	875.7714223
793	875.5888624
794	875.2077949
795	875.0294038
796	874.8177852
797	874.623597
798	874.4491017
799	874.1145113
800	873.9602871
801	873.7106655
802	873.6128686
803	873.3801686
804	873.1944506
805	872.9649583
806	872.8255495
807	872.6935578
808	872.4967629
809	872.3326755
810	872.2122167
811	872.1073233
812	871.8433259
813	871.5882427
814	871.1379109
815	870.8303936
816	870.7537342
817	870.4890934
818	870.3604289
819	870.1456836
820	869.8299614
821	869.5943541
822	869.4389006
823	869.2597277
824	869.0414181
825	868.8908582
826	868.6922517
827	868.6322291
828	868.5023936
829	868.2949401
830	868.1595401
831	867.9466182
832	867.6776769
833	867.4903701
834	867.1634836
835	867.0490626
836	866.8385703
837	866.7023162
838	866.5798903
839	866.441385
840	866.2968159
841	866.1666219
842	865.9553192
843	865.8063872
844	865.6832792
845	865.5022872
846	865.2826576
847	865.1217151
848	864.954917
849	864.8538963
850	864.6010072
851	864.4676802
852	864.3059962
853	864.0746777
854	864.0189689
855	863.8271096
856	863.6224556
857	863.4831817
858	863.2938571
859	863.0052143
860	862.7245268
861	862.4783378
862	862.1874429
863	862.0772149
864	861.9271062
865	861.8845666
866	861.6875733
867	861.5308143
868	861.4515387
869	861.2752646
870	861.0845654
871	860.9444203
872	860.6968085
873	860.5094959
874	860.3189474
875	860.0261663
876	859.7732965
877	859.5918717
878	859.3885605
879	859.2252655
880	859.1283424
881	859.0511896
882	858.914485
883	858.6970404
884	858.5819226
885	858.4722072
886	858.1639952
887	857.9497252
888	857.7412748
889	857.5470524
890	857.2585344
891	857.1215893
892	856.8935887
893	856.759207
894	856.6134457
895	856.3642881
896	856.2235981
897	856.1069752
898	855.8809461
899	855.6168485
900	855.4939571
901	855.337497
902	855.0924861
903	854.9017978
904	854.7071905
905	854.5914294
906	854.5029419
907	854.3287297
908	854.2371381
909	854.0622691
910	853.8083057
911	853.6820187
912	853.4388647
913	853.258699
914	853.178556
915	853.0924469
916	852.8829842
917	852.7278618
918	852.5604688
919	852.3060701
920	852.1402789
921	851.9995897
922	851.9091087
923	851.7483249
924	851.6232414
925	851.5338619
926	851.3160954
927	851.1460972
928	851.0891506
929	850.7499164
930	850.5887068
931	850.4452696
932	850.3181259
933	850.2345522
934	849.9082096
935	849.7893274
936	849.4731654
937	849.3639037
938	849.2996509
939	849.1874074
940	849.1085216
941	849.0247204
942	848.8955555
943	848.8008139
944	848.6789466
945	848.5442712
946	848.411072
947	848.2521064
948	848.0871357
949	847.9205871
950	847.7706986
951	847.4715102
952	847.2945908
953	847.1568278
954	846.9512345
955	846.9138102
956	846.6244488
957	846.4492977
958	846.4109794
959	846.2623083
960	846.0997202
961	845.9080434
962	845.8068202
963	845.6631612
964	845.584399
965	845.498926
966	845.1302727
967	844.8868658
968	844.7536376
969	844.4652591
970	844.3660456
971	844.0719636
972	843.8193238
973	843.6366421
974	843.5419734
975	843.4612401
976	843.2246635
977	842.9652696
978	842.8162096
979	842.6387004
980	842.3815726
981	842.1217214
982	841.923357
983	841.7315289
984	841.5448181
985	841.3845683
986	841.3058477
987	841.1061073
988	840.9589664
989	840.7161658
990	840.5444732
991	840.407684
992	840.1530989
993	839.8892436
994	839.729584
995	839.6199864
996	839.5466584
997	839.2203486
998	839.0006545
999	838.7687675
